post_code	street_code	street_name	score	raw_address
A016216	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016217	6297	Rua Antônio Tolentino	1.000	Rua Antônio Tolentino
A016218	6297	Rua Antônio Tolentino	1.000	Rua Antônio Tolentino
A016219	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016219D	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016220	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016224	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016225	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016226	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016226D	43320	Rua Martin Afonso	1.000	Rua Martin Afonso
A016230	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016533	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016533D	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016537	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016538	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016538D	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016541	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016542	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016544	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016545	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016546	122971	Travessa  Correia de Brito	1.000	Travessa Correia de Brito
A016560	35270	Avenida Professor José dos Anjos	1.000	Avenida Professor José dos Anjos
A016563	35270	Avenida Professor José dos Anjos	1.000	Avenida Professor José dos Anjos
A016566	35270	Avenida Professor José dos Anjos	1.000	Avenida Professor José dos Anjos
A016567	35270	Avenida Professor José dos Anjos	1.000	Avenida Professor José dos Anjos
A016567D	35270	Avenida Professor José dos Anjos	1.000	Avenida Professor José dos Anjos
A016568	35270	Avenida Professor José dos Anjos	1.000	Avenida Professor José dos Anjos
A016570	35270	Avenida Professor José dos Anjos	1.000	Avenida Professor José dos Anjos
A016571	23612	Rua Farias Neves	1.000	R. Farias Neves
A016572	23612	Rua Farias Neves	1.000	R. Farias Neves
A016573	23612	Rua Farias Neves	1.000	R. Farias Neves
A016607	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A016608	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A016609	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A016610	33472	Rua João Bento Batista	1.000	Rua João Bento Batista
A016611	33472	Rua João Bento Batista	1.000	Rua João Bento Batista
A016612	33472	Rua João Bento Batista	1.000	Rua João Bento Batista
A016613	33472	Rua João Bento Batista	1.000	Rua João Bento Batista
A016614	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016615	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016616	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016617	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016618	110663	Rua Monteiro Lobato	1.000	Rua Monteiro Lobato
A016619	110663	Rua Monteiro Lobato	1.000	Rua Monteiro Lobato
A016620	49530	Rua Pau Brasil	1.000	Rua Brasil
A016621	49530	Rua Pau Brasil	1.000	Rua Brasil
A016622	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016623	49530	Rua Pau Brasil	1.000	Rua Brasil
A016624	49530	Rua Pau Brasil	1.000	Rua Brasil
A016625	110647	Travessa Brasil	1.000	Travessa Brasil
A016626	110647	Travessa Brasil	1.000	Travessa Brasil
A016627	110647	Travessa Brasil	1.000	Travessa Brasil
A016628	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016629	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016629D	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A016631	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016632	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A016633	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016634	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016635	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016636	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016639	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016640	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016641	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016642	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016643	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016644	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016646	42102	Rua Maracajá	1.000	Rua Maracajá
A016646D	42102	Rua Maracajá	1.000	Rua Maracajá
A016647	42102	Rua Maracajá	1.000	Rua Maracajá
A016648	42102	Rua Maracajá	1.000	Rua Maracajá
A016649	42102	Rua Maracajá	1.000	Rua Maracajá
A016650	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016650D	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016651	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016652	42102	Rua Maracajá	1.000	Rua Maracajá
A016653	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016654	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016655	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016656	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016656D	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016658	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016659	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A016660	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016661	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016663	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016664	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016665	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016666	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016667	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016668	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016669	42390	Rua Maria Augusta de Souza	1.000	Rua Maria Augusta de Souza
A016670	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016671	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016672	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016673	62251	Rua União dos Palmares	1.000	Rua União dos Palmares
A016675	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A016675D	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A016676	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A016837	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016838	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016990	23612	Rua Farias Neves	1.000	R. Farias Neves
A016991	23612	Rua Farias Neves	1.000	R. Farias Neves
A017354	50687	Rua Pereira Barreto	1.000	Rua Pereira Barreto
A017355	50687	Rua Pereira Barreto	1.000	Rua Pereira Barreto
A017356	50687	Rua Pereira Barreto	1.000	Rua Pereira Barreto
A017764	50687	Rua Pereira Barreto	1.000	Rua Pereira Barreto
A017774	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017782	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017783	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017784	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017785	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017786	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017787	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017788	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017789	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A017790	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A0178234	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A017925	56790	Rua Compositor Raul Valença	1.000	Rua Compositor Raul Valenca
A017926	56790	Rua Compositor Raul Valença	1.000	Rua Compositor Raul Valenca
A017927	56790	Rua Compositor Raul Valença	1.000	Rua Compositor Raul Valenca
A017928	56790	Rua Compositor Raul Valença	1.000	Rua Compositor Raul Valenca
A017929	56790	Rua Compositor Raul Valença	1.000	Rua Compositor Raul Valenca
A017930	56790	Rua Compositor Raul Valença	1.000	Rua Compositor Raul Valenca
A017931	56790	Rua Compositor Raul Valença	1.000	Rua Compositor Raul Valenca
A017932	56790	Rua Compositor Raul Valença	1.000	Rua Compositor Raul Valenca
A018000	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018002	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018003	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018004	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018005	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018008	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018054	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018056	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018057D	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018058	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018059	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018061	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018062	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018063	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018065	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018066	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018067	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018068	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018069	43168	Rua Mário Sete	1.000	Rua Mário Sete
A018070	43168	Rua Mário Sete	1.000	Rua Mário Sete
A018071	43168	Rua Mário Sete	1.000	Rua Mário Sete
A018072	43168	Rua Mário Sete	1.000	Rua Mário Sete
A018073	43168	Rua Mário Sete	1.000	Rua Mário Sete
A018074	43168	Rua Mário Sete	1.000	Rua Mário Sete
A018075	43168	Rua Mário Sete	1.000	Rua Mário Sete
A018076	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018076D	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018077	43168	Rua Mário Sete	1.000	Rua Mário Sete
A018078	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018079	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018081	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018082	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018083	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018084	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018085	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018086	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018088	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018089	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018090	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018090D	43168	Rua Mário Sete	1.000	Rua Mario Sete
A018093	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018094	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018095	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018097	94307	Travessa José Carlos N da Mata Machado	0.667	Travessa Doutor Machado
A018097D	94307	Travessa José Carlos N da Mata Machado	0.667	Travessa Doutor Machado
A018098	94307	Travessa José Carlos N da Mata Machado	0.667	Travessa Doutor Machado
A018099	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018108	11487	Rua Bianor de Oliveira	1.000	Rua Bianor de Oliveira
A018112	11487	Rua Bianor de Oliveira	1.000	Rua Bianor de Oliveira
A018113	11487	Rua Bianor de Oliveira	1.000	Rua Bianor de Oliveira
A018114	11487	Rua Bianor de Oliveira	1.000	Rua Bianor de Oliveira
A018115	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A018117	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018118	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018119	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018120	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018121	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018122	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018124	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018125	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018126	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018128	52620	Rua Pretextato Maciel	1.000	Rua Pretextato Maciel
A018129	52620	Rua Pretextato Maciel	1.000	Rua Pretextato Maciel
A018130	52620	Rua Pretextato Maciel	1.000	Rua Pretextato Maciel
A018132	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018133	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018134	39837	Rua Padre Luiz da Grã	1.000	Rua Padre Luiz da Grã
A018138	39837	Rua Padre Luiz da Grã	1.000	Rua Padre Luiz da Grã
A018140	11487	Rua Bianor de Oliveira	1.000	Rua Bianor de Oliveira
A018141	39837	Rua Padre Luiz da Grã	1.000	Rua Padre Luiz da Grã
A018142	52620	Rua Pretextato Maciel	1.000	Rua Pretextato Maciel
A018143	52620	Rua Pretextato Maciel	1.000	Rua Pretextato Maciel
A018144	52620	Rua Pretextato Maciel	1.000	Rua Pretextato Maciel
A018145	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018146	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018147	23612	Rua Farias Neves	1.000	Rua Farias Neves
A018148	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018149	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018150	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018151	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018152	11487	Rua Bianor de Oliveira	1.000	Rua Bianor de Oliveira
A018153	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018155	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018156	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018157	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018159	54321	Rua Seabra	1.000	Rua Seabra
A018160	54321	Rua Seabra	1.000	Rua Seabra
A018161	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018163	41408	Rua Manuel de Barros Lima	1.000	Rua Manuel de Barros Lima
A018165	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018229	25011	Rua Tenente Fortuna	1.000	Rua Tenente Fortuna
A018230	54321	Rua Seabra	1.000	Rua Seabra
A018231	25011	Rua Tenente Fortuna	1.000	Rua Tenente Fortuna
A018232	25011	Rua Tenente Fortuna	1.000	Rua Tenente Fortuna
A018233	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018235	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018236	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018243	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018247	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018247D	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018248	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A018249	25011	Rua Tenente Fortuna	1.000	Rua Tenente Fortuna
A018251	46361	Rua Nivaldo Gomes	1.000	Rua Nivaldo Gomes
A018252	46361	Rua Nivaldo Gomes	1.000	Rua Nivaldo Gomes
A018253	46361	Rua Nivaldo Gomes	1.000	Rua Nivaldo Gomes
A018255	46361	Rua Nivaldo Gomes	1.000	Rua Nivaldo Gomes
A018257	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018258	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018259	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018261	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018262	40711	Rua Majestade	1.000	Rua Majestade
A018263	40711	Rua Majestade	1.000	Rua Majestade
A018264	25011	Rua Tenente Fortuna	1.000	Rua Tenente Fortuna
A018265	25011	Rua Tenente Fortuna	1.000	Rua Tenente Fortuna
A018266	40711	Rua Majestade	1.000	Rua Majestade
A018267	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A018268	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A018269	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A018271	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018272	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018273	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018274	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018275	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018276	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018277	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018278	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018279	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018281	99147	Rua Jonas Guerra	1.000	Rua Jonas Guerra
A018281D	99147	Rua Jonas Guerra	1.000	Rua Jonas Guerra
A018283	99147	Rua Jonas Guerra	1.000	Rua Jonas Guerra
A018283D	99147	Rua Jonas Guerra	1.000	Rua Jonas Guerra
A018284	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A018284D	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A018287	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A018290	25011	Rua Tenente Fortuna	1.000	Rua Tenente Fortuna
A018291	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018292	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018293	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018294	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018295	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018296	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018297	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018298	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018299	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A018403	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018404	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018405	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018406	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018407	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018408	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018409	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018410	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018411	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A018412	43320	Rua Martin Afonso	1.000	Rua Martin Afonso
A018413	43320	Rua Martin Afonso	1.000	Rua Martin Afonso
A018414	43320	Rua Martin Afonso	1.000	Rua Martin Afonso
A018416	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018417	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018418	10367	Rua Bastos Tigre	1.000	Rua Bastos Tigre
A018420	10367	Rua Bastos Tigre	1.000	Rua Bastos Tigre
A018421	10367	Rua Bastos Tigre	1.000	Rua Bastos Tigre
A018422	10367	Rua Bastos Tigre	1.000	Rua Bastos Tigre
A018423	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018424	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A018425	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018425D	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018426	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018427	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018428	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018429	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018431	299	Rua Abelardo Machado Botelho	1.000	Rua Abelardo Machado Botelho
A018432	299	Rua Abelardo Machado Botelho	1.000	Rua Abelardo Machado Botelho
A018433	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018434	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018435	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018436	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A018437	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018439	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018442	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018443	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018444	39705	Rua Luiz Avelino de Andrade	1.000	Rua Luiz Avelino de Andrade
A018445	39705	Rua Luiz Avelino de Andrade	1.000	Rua Luiz Avelino de Andrade
A018446	39705	Rua Luiz Avelino de Andrade	1.000	Rua Luiz Avelino de Andrade
A018447	46230	Rua Nicomedes Hartmann	0.667	Rua Nicomendes Hartmann
A018448	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018449	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A018450	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A018684	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018686	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018687	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018690	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018691	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018692	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018700	14966	Rua Carlos Fernandes	1.000	Rua Carlos Fernandes
A018701	14966	Rua Carlos Fernandes	1.000	Rua Carlos Fernandes
A018702	14966	Rua Carlos Fernandes	1.000	Rua Carlos Fernandes
A018703	26204	Rua Gaspar Regueira	1.000	Rua Gaspar Regueira
A018704	26204	Rua Gaspar Regueira	1.000	Rua Gaspar Regueira
A018705	42706	Rua Dona Maria Luiza Guerra	1.000	Rua Dona Maria Luiza Guerra
A018706	46450	Rua Nogueira Lima	1.000	Rua Nogueira Lima
A018708	46450	Rua Nogueira Lima	1.000	Rua Nogueira Lima
A018709	46450	Rua Nogueira Lima	1.000	Rua Nogueira Lima
A018710	46450	Rua Nogueira Lima	1.000	Rua Nogueira Lima
A018710D	46450	Rua Nogueira Lima	1.000	Rua Nogueira Lima
