id,name,capacity,covered,access,operator,bicycle_parking
3467,Paraciclo UBS Jardim Vera Cruz,4,no,yes,,stands
3468,,10,no,yes,,wall_loops
3469,,2,no,yes,,stands
3470,,5,no,customers,Casa Esportiva,wall_loops
3471,,,,,,
3472,,,yes,,,
3473,,,,,,
3474,,2,no,yes,,stands
3475,,8,no,yes,,stands
3476,,2,no,yes,,stands
3477,,2,no,yes,,stands
3478,,2,no,yes,,stands
3479,,,,,,
3480,,,,,,
3481,,2,no,yes,,stands
3482,,,,,,
3483,Paraciclo,10,,yes,,stands
3484,,,,,,
3485,,10,no,customers,Petz,stands
3486,,,,,,
3487,,3,no,customers,,wall_loops
3488,,3,no,customers,,wall_loops
3489,,,no,yes,,stands
3490,,6,no,yes,,stands
3491,,5,no,yes,,stands
3492,,9,no,customers,,wall_loops
3493,,40,no,yes,,wall_loops
3494,,6,no,yes,,crossbar
3495,,,,,,stands
3496,,,yes,yes,,
3497,,,,customers,,
3498,,33,yes,,,wall_loops
3499,,5,,,,stands
3500,,,,,,
3501,,2,,yes,,stands
3502,,10,,yes,,stands
3503,,16,no,customers,,wall_loops
3504,,6,no,,,stands
3505,,12,,permissive,,stands
3506,,6,no,yes,,stands
3507,,6,no,yes,,stands
3508,,6,,yes,,stands
3509,,6,no,yes,,stands
3510,,,no,,,
3511,,10,no,,,stands
3512,,6,no,,,stands
3513,,6,no,yes,,stands
3514,,,yes,yes,Centro Executivo Beiramar,
3515,,5,no,yes,,stands
3516,,6,no,yes,,stands
3517,,3,no,yes,,stands
3518,,,,,,
3519,,,no,yes,,stands
3520,,11,no,yes,,stands
3521,,,,,,
3522,,4,no,,,wall_loops
3523,,10,no,yes,,stands
3524,,5,no,,,wall_loops
3525,,8,no,yes,,stands
3526,,,,,,
3527,,20,,,,mac
3528,,5,no,yes,,stands
3529,,5,yes,customers,,wall_loops
3530,,,,,,
3531,,,no,,,
3532,,,yes,,,stands
3533,,,yes,,,
3534,,5,no,yes,Banco do Brasil,stands
3535,,8,no,yes,,stands
3536,,5,no,yes,,wall_loops
3537,,5,no,customers,Villa San Luigi,wall_loops
3538,,,,yes,,
3539,,10,no,yes,,stands
3540,,20,no,yes,Bruno DERZE,
3541,Paraciclo Mercadão Municipal,5,no,yes,Mercadão Municipal Antônio Valente,wall_loops
3542,Paraciclo Shopping Bosque dos Ipês,50,no,customers,Shopping Bosque dos Ipês,stands
3543,Paraciclo Shopping Campo Grande (Estacionamento Interno),20,yes,customers,Shopping Campo Grande,tree
3544,Bicicletário Shopping Norte Sul Plaza,10,yes,yes,Shopping Norte Sul Plaza,wall_loops
3545,Paraciclo Câmara Municipal de Campo Grande,10,no,permissive,Câmara Municipal de Campo Grande,wall_loops
3546,Paraciclo Comper Ceará,10,yes,yes,Comper,wall_loops
3547,Paraciclo Supermercado Comper,10,no,yes,Comper,wall_loops
3548,Bicicletário da Feira Central,10,no,yes,Feira Central,stands
3549,Bicicletário da Feira Central,10,no,yes,Feira Central,stands
3550,Bicicletário da UCDB,10,no,yes,UCDB,handlebar_holder
3551,Paraciclo Supermercado Mister Junior,7,yes,customers,Supermercado Mister Junior,wall_loops
3552,Bicicletário Assaí Atacadista,40,yes,yes,Assaí Atacadista,stands
3553,Paraciclo Mercado Pag Poko,5,no,yes,Mercado Pag Poko,wall_loops
3554,,4,no,yes,,stands
3555,,2,,yes,,stands
3556,,4,no,yes,,ground_slots
3557,,10,no,yes,,stands
3558,,18,,yes,,stands
3559,,18,,yes,,stands
3560,,6,,yes,,stands
3561,,2,no,yes,,stands
3562,,2,no,yes,,stands
3563,,4,no,yes,,stands
3564,Paraciclo,4,no,yes,,stands
3565,Paraciclo,4,no,yes,,stands
3566,Paraciclo,4,no,yes,,stands
3567,Paraciclo,4,no,yes,,stands
3568,Paraciclo,4,no,yes,,stands
3569,Paraciclo,4,no,yes,,stands
3570,Paraciclo,4,no,yes,,stands
3571,Paraciclo,4,no,yes,,stands
3572,Paraciclo,4,no,yes,,stands
3573,Paraciclo,4,no,yes,,stands
3574,Paraciclo,4,no,yes,,stands
3575,Paraciclo,4,no,yes,,stands
3576,Paraciclo,4,no,yes,,stands
3577,Paraciclo,4,no,yes,,stands
3578,Paraciclo,4,no,yes,,stands
3579,Paraciclo,4,no,yes,,stands
3580,Paraciclo,4,no,yes,,stands
3581,Paraciclo,4,no,yes,,stands
3582,Paraciclo,4,no,yes,,stands
3583,Paraciclo,4,no,yes,,stands
3584,Paraciclo,4,no,yes,,stands
3585,Paraciclo,4,no,yes,,stands
3586,Paraciclo,4,no,yes,,stands
3587,Paraciclo,4,no,yes,,stands
3588,Paraciclo,4,no,yes,,stands
3589,Paraciclo,4,no,yes,,stands
3590,Paraciclo,4,no,yes,,stands
3591,Paraciclo,4,no,yes,,stands
3592,Paraciclo,4,no,yes,,stands
3593,Paraciclo,4,no,yes,,stands
3594,Paraciclo,4,no,yes,,stands
3595,Paraciclo,4,no,yes,,stands
3596,Paraciclo,4,no,yes,,stands
3597,Paraciclo,4,no,yes,,stands
3598,Paraciclo,4,no,yes,,stands
3599,Paraciclo,4,no,yes,,stands
3600,Paraciclo,4,no,yes,,stands
3601,Paraciclo,4,no,yes,,stands
3602,Paraciclo,4,no,yes,,stands
3603,Paraciclo,4,no,yes,,stands
3604,Paraciclo sede PEMS,30,no,customers,Parque Estadual Matas do Segredo,rack
3605,Paraciclo Sicoob,7,no,yes,Banco Sicoob,rack
3606,Paraciclo,6,no,yes,Farmácia Estrela Dalva,wall_loops
3607,Paraciclo Supermercado Dourado,5,yes,yes,Supermercado Dourado,wall_loops
3608,Paraciclo CRS Nova Bahia,10,no,yes,CRS Nova Bahia,wall_loops
3609,Paraciclo Supermercado Dourado,6,no,yes,Supermercado Dourado,wall_loops
3610,Paraciclo Mercado Silva,6,no,customers,Mercado Silva,rack
3611,Paraciclo Parque do Sóter  (Entrada Norte),10,no,yes,Prefeitura,rack
3612,Paraciclo Parque do Sóter (Entrada Sul),6,no,yes,Prefeitura,rack
3613,Paraciclo Parque do Sóter (Entrada Leste),6,no,yes,Prefeitura,rack
4183,,,,,,
3614,Paraciclo Academia BS Trainer Studio,2,no,customers,BS Trainer Studio,rack
3615,Paraciclo Mercado Santo Antônio,6,no,customers,Mercado Santo Antônio,handlebar_holder
3616,Paracilo Mercado Santo Antonio,6,no,customers,Mercado Santo Antônio,handlebar_holder
3617,Paraciclo Academia Saúde e Forma,13,,customers,Academia Saúde e Forma,wall_loops
3618,Paraciclo Aacademia Kadas Fitness,2,no,customers,Academia Kadas Fitness,front_wheel
3619,Paraciclo Academia Performance,8,no,customers,Academia Perormance,wall_loops
3620,Paraciclo Leroy Merlin,5,no,customers,Leroy Merlin,stands
3621,Paraciclo Alpha Academia,7,no,yes,Alpha Academia,wall_loops
3622,Bicicletário UEMS,32,yes,yes,UEMS,stands
3623,Paraciclo Karandá Shopping,5,no,yes,Karandá Shopping,handlebar_holder
3624,Paraciclo Karandá Shopping,4,no,yes,Karandá Shopping,handlebar_holder
3625,Bicicletário Sertão,12,no,yes,Sertão,handlebar_holder
3626,Paraciclo Agência BB - Parque dos Poderes,10,no,yes,Banco do Brasil,stands
3627,Bicicletário Agência Bradesco,5,no,yes,Bradesco,stands
3628,Bicicletário Lotérica Cidade Morena,5,no,yes,Lotérica Cidade Morena,rack
3629,Bicicletário Atacadão,12,no,yes,Atacadão,rack
3630,,9,no,,operator=Rio Office Mall,
3631,,2,,yes,,stands
3632,,2,,yes,,stands
3633,,3,,yes,,stands
3634,,3,,yes,,stands
3635,,3,,yes,,stands
3636,,3,,yes,,stands
3637,,3,,yes,,stands
3638,,3,,yes,,stands
3639,,4,,yes,,stands
3640,,4,,yes,,stands
3641,,6,no,yes,,stands
3642,,2,,yes,,stands
3643,,2,no,yes,,stands
3644,,10,no,yes,,stands
3645,,3,no,yes,,stands
3646,,2,no,yes,,stands
3647,,2,no,yes,,stands
3648,,2,,yes,,stands
3649,,2,,,,stands
3650,,2,,yes,,stands
3651,,2,,yes,,stands
3652,,2,,yes,,stands
3653,,2,,yes,,stands
3654,,2,,yes,,stands
3655,,2,,yes,,stands
3656,,5,,yes,,stands
3657,,2,,yes,,stands
3658,,2,,yes,,stands
3659,,2,,yes,,stands
3660,,2,,yes,,stands
3661,,2,,yes,,stands
3662,,2,,yes,,stands
3663,,2,,yes,,stands
3664,,2,,yes,,stands
3665,,2,,yes,,stands
3666,,3,,yes,,stands
3667,,2,,yes,,stands
3668,Paraciclo Atacadão Costa e Silva,40,yes,yes,Atacadão,rack
3669,Paraciclo Comper Tamandaré,20,no,yes,Supermercado Comper,wall_loops
3670,Bicicletário Comper Tijuca,10,no,yes,Supermercado Comper,rack
3671,,,,yes,,
3672,,,,yes,,
3673,,,,yes,,
3674,,,,yes,,
3675,,,,yes,,
3676,,,,yes,,
3677,,,,yes,,
3678,,,,yes,,
3679,,,,private,Partage Norte Shopping,
3680,,,,yes,Prefeitura,
3681,,,,private,,
3682,,,,private,Nordestão,
3683,,,,private,Shopping Midway Mall,
3684,,,,private,Nordestão,
3685,,,,,,stands
3686,,,yes,yes,,
3687,Paraciclo Instituto Guataverá,6,no,customers,Instituto Guapuverá,wall_loops
3688,Paraciclo Panificadora Pão Dourado,5,no,yes,Panificadora Pão Dourado,wall_loops
3689,Paraciclo Uniderp-Agrárias,15,no,customers,Uniderp Agrárias,wall_loops
3690,Paraciclo Nutri + Coco Verde,5,yes,yes,Nutri + Coco Verde,wall_loops
3691,Paraciclo do Colégio Militar,20,yes,customers,Colegio Militar,handlebar_holder
3692,Paraciclo Lotéricas,6,no,yes,Lotéricas Supermercado Duarte,wall_loops
3693,Paraciclo Supermercado Duarte,10,no,yes,Supermercado Duarte,wall_loops
3694,Paraciclo USB Piratininga,6,no,yes,UBS Piratininga,wall_loops
3695,Bicicletário Supermercado Guaicurus,20,no,yes,Supermercado Guaicurus,rack
3696,Paraciclo Aeroporto (funcionários),30,no,yes,,handlebar_holder
3697,Bicicletário Hortifruti Santa Rita,5,,yes,Hortifruti Santa Rita,rack
3698,Bicicletário Campesino Supermercados,5,no,yes,Campesino Supermercados,rack
3699,Bicicletário SUPERMERCADO ZAPE,6,no,yes,SUPERMERCADO ZAPE,handlebar_holder
3700,,,,,,
3701,Bicicletário Mercearia Rocha,10,yes,yes,Mercearia Rocha,front_wheel
3702,Bicicletário UEMS,32,yes,yes,UEMS,stands
3703,Bicicletário UEMS,32,yes,yes,UEMS,stands
3704,Bicicletário UEMS,32,yes,yes,UEMS,stands
3705,Bicicletário UEMS,32,yes,yes,UEMS,stands
3706,Bicicletário UEMS,32,yes,yes,UEMS,stands
3707,Bicicletário Hemosul,12,no,yes,Hemosul,front_wheel
3708,Bicicletário Universidade Estácio de Sá,12,no,private,Universidade Estácio de Sá,stands
3709,,6,no,customers,Supermercado Duarte,wall_loops
3710,Bicicletário Real Supermercados,50,yes,yes,Real Supermercados,wall_loops
3711,,10,no,yes,UBSF Jardim Los Angeles,front_wheel
3754,Paraciclo,10,no,yes,,wall_loops
3712,Paraciclo B - Shopping das Araras,15,no,yes,Shopping das Araras,wall_loops
3713,Paraciclo A - Shopping das Araras,15,no,yes,Shopping das Araras,wall_loops
3714,Paraciclo - Assaí Joaquim Murtinho,20,no,yes,Assaí Atacadista,stands
3715,Paraciclo Mercado Bolando,8,no,yes,Mercado Bolando,rack
3716,,7,no,yes,Igreja Missionária,handlebar_holder
3717,Bicicletário Terminal Julho de Castillho,30,yes,yes,Terminal Julho de Castillho,front_wheel
3718,Bicicletário Supermercado Nunes,4,yes,customers,Supermercado Nunes,handlebar_holder
3719,Bicicletário Mercado Moreira,6,yes,customers,Mercado Moreira,front_wheel
3720,Paraciclo Comper Rui Barbosa,6,yes,yes,Comper Rui Barbosa,rack
3721,Paraciclo - Fort Tiradentes,11,no,yes,Fort Atacadista,handlebar_holder
3722,Paraciclo Sul - Praça Belmar Fidalgo,8,no,yes,Prefeitura,rack
3723,Paraciclo Norte - Praça Belmar Fidalgo,8,no,yes,Prefeitura,rack
3724,,6,no,yes,Grupo Liderança,front_wheel
3725,,20,no,yes,Banco do Brasil,stands
3726,,6,no,customers,Supermercado do Produtor,handlebar_holder
3727,Paraciclo Drogasil,1,no,customers,Drogasil,rack
3728,Bicicletário Supermercado Comper,10,yes,yes,Supermercado Comper,wall_loops
3729,Paraciclo Academia Hi-Power,10,no,yes,Academia Hi-Power,wall_loops
3730,Paraciclo Loja Falantes & Cia.,4,no,yes,Loja Falantes & Cia.,wall_loops
3731,Paraciclo Senai,9,no,customers,Senai,wall_loops
3732,Paraciclo UPA Vila Almeida,6,no,yes,UPA Vila Almeida,wall_loops
3733,Paraciclo Correios AC Guanandi,3,no,yes,Correios AC Guanandi,wall_loops
3734,,8,no,yes,,wall_loops
3735,Paraciclo em frente a Drogaria Pacheco,5,no,yes,,wall_loops
3736,Paraciclo em frente a loja de utilidades,4,no,yes,,wall_loops
3737,Paraciclo Drogaria Droga Mais,10,yes,yes,Drogaria Droga Mais,wall_loops
3738,,5,,,,
3739,Paraciclo Depósito Milênio,12,no,yes,Depósito Milênio,wall_loops
3740,Paraciclo Casa & Cor,4,no,yes,Casa & Cor,wall_loops
3741,Paraciclo Lotérica O Vitorioso,7,no,yes,Lotérica O Vitorioso,wall_loops
3742,Paraciclo Barbearia El Shaday,5,no,yes,Barbearia El Shaday,wall_loops
3743,Paraciclo Drogaria Nielly,5,no,customers,Drogaria Nielly,wall_loops
3744,Paraciclo Loja Club Doopé,3,no,yes,Loja Club Doopé,wall_loops
3745,Paraciclo Academia Power Fitness,5,no,yes,Academia Power Fitness,wall_loops
3746,Paraciclo Nutri Pet,7,no,customers,Nutri Pet,wall_loops
3747,Paraciclo Tabernáculo da Revelação,12,no,permissive,Tabernáculo,handlebar_holder
3748,Paraciclo Drogaria Bem Viver,3,no,yes,Drogaria Bem Viver,wall_loops
3749,Paraciclo Atletic Academia,14,no,yes,Atletic Academia,wall_loops
3750,Paraciclo  Drogarias Farmais,3,no,yes,Rede de Drogarias Farmais,wall_loops
3751,Paraciclo Academia Sports Center,8,yes,yes,Academia Sports Center,wall_loops
3752,Paraciclo Ágape Multi Serviços,2,no,yes,Ágape Multi Serviços,wall_loops
3753,Paraciclo Di Sapatus,4,no,yes,Di Sapatus,wall_loops
3755,Paraciclo,7,yes,yes,,wall_loops
3756,Paraciclo Supermercado Athenas,5,no,customers,Supermercado Athenas,wall_loops
3757,Paraciclo,4,yes,yes,,wall_loops
3758,,9,no,yes,Supermercado Pires,wall_loops
3759,,5,yes,yes,Farmácia Popular Tijuca,wall_loops
3760,Diel Cyber,8,yes,yes,Diel Cyber,wall_loops
3761,Paraciclo Mercado Quitanda Maior,5,no,yes,Mercado Quitanda Maior,wall_loops
3762,Paraciclo Supermercado Econômico,5,yes,yes,Supermercado Econômico,handlebar_holder
3763,Paraciclo,3,no,yes,,wall_loops
3764,Paraciclo Supermercado Maná,5,yes,yes,Supermercado Maná,wall_loops
3765,Paraciclo Mercado Ouro Branco,5,yes,yes,Mercado Ouro Branco,wall_loops
3766,Paraciclo Supermercado Trazzi,12,yes,yes,Supermercado Trazzi,wall_loops
3767,Paraciclo Home Fight,5,no,yes,Home Fight,wall_loops
3768,Grade do Terminal General Osório,,,yes,,informal
3769,,,no,customers,Fort Atacadista,informal
3770,Paraciclo Mercadão Municipal,5,no,yes,Mercadão Municipal Antônio Valente,wall_loops
3771,Paraciclo Supermercado Pires,10,yes,customers,Supermercado Pires,wall_loops
3772,Paraciclo Drogaria São Leopoldo,5,yes,yes,Drogaria São Leopoldo,wall_loops
3773,Paraciclo Supermercado Lunardi,5,yes,yes,Supermercado Lunardi,wall_loops
3774,Paraciclo,5,no,yes,,wall_loops
3775,Paraciclo Souza Supermercado,8,no,yes,Souza Supermercado,wall_loops
3776,,5,yes,yes,,wall_loops
3777,Paraciclo Garoto Supermercado,20,no,yes,Garoto Supermercado,wall_loops
3778,Paraciclo Drogasil,1,no,yes,Drogasil,wall_loops
3779,Paraciclo Mercado Marquez,7,no,yes,Mercado Marquez,wall_loops
3780,Paraciclo Academia Performance,6,no,yes,Academia Performance,wall_loops
3781,Paraciclo Supermercado Pereira,8,yes,yes,Supermercado Pereira,wall_loops
3782,Paraciclo Petz,7,no,yes,Estacionamento Petz,wall_loops
3783,Paraciclo Mister João Supermercado,9,no,yes,Mister João Supermercado,wall_loops
3784,Paraciclo Telesom Soluções Técnicas,4,no,yes,Telesom Soluções Técnicas,wall_loops
3785,Paraciclo Supermercado Camila,9,yes,customers,Supermercado Camila,wall_loops
3786,Paraciclo Supermercado Nunes,9,no,yes,Supermercado Nunes,wall_loops
3787,Paraciclo Supermercado Barbosa,5,yes,yes,Supermercado Barbosa,wall_loops
3788,Paraciclo Nunes Supermercado,10,yes,yes,Nunes Supermercado,wall_loops
3789,Paraciclo Supermercado Dona Jandyra,5,yes,yes,Supermercado Dona Jandyra,wall_loops
3790,,10,yes,yes,Supermercado Carioca II,wall_loops
3791,Paraciclo Supermercado Carioca,7,no,yes,Supermercado Carioca,handlebar_holder
3792,Paraciclco Odontoclinic,6,no,permissive,Odontoclinic,wall_loops
3793,Paraciclo Marcio Cabelereiro,2,no,customers,Marcio Cabelereiro,wall_loops
3794,Paraciclo Sr. Italo Barbearia,2,no,permissive,Sr. Italo Barbearia,wall_loops
3795,Paraciclo espaço Itatiaia,4,no,customers,Espaço Itatiaia,wall_loops
3796,Bicicletário Condomínio Aero Rancho CH7,18,yes,permissive,Condomínio Aero Rancho CH 7,stands
3797,Paraciclo Havan,5,yes,customers,Havan,wall_loops
3798,,35,yes,yes,Multiplan (ParkJacarepaguá),stands
3799,,20,no,yes,,stands
3800,,,no,yes,,
3801,,,no,yes,,
3802,,20,no,yes,,stands
3803,,4,no,,,stands
3804,,2,no,,,stands
3805,,,no,yes,Supermercado Prezunic,
3806,,2,no,yes,,stands
3807,,4,no,yes,,stands
3808,,2,no,yes,,stands
3809,,5,no,yes,,stands
3810,,5,no,yes,,stands
3811,,4,no,yes,,stands
3812,,´5,no,yes,,stands
3813,,2,no,yes,,stands
3814,,2,no,yes,,stands
3815,,2,no,yes,,stands
3816,,3,no,yes,,stands
3817,,10,no,yes,,wall_loops
3818,,8,no,yes,,wall_loops
3819,,4,no,,,stands
3820,,4,no,,,stands
3821,,12,no,yes,,wall_loops
3822,,4,no,yes,,wall_loops
3823,,4,no,yes,,wall_loops
3824,Paraciclo Bar Mr. Hoppy,5,no,customers,Mr. Hoppy Bar,wall_loops
3825,,16,no,yes,,stands
3826,,16,no,yes,,stands
3827,,14,no,yes,,stands
3828,,,no,yes,,
3829,,,no,private,,wall_loops
3830,,,yes,,,building
3831,,,,,,
3832,,,,,,
3833,,,no,yes,,stands
3834,,8,,,,
3835,,,,,,paraciclo
3836,,5,no,,,stands
3837,,,,,Extra,shed
3838,,,,,,
3839,,,,,,
3840,Bicicletário Shopping Internacional,40,yes,yes,Shopping Internacional Guarulhos,stands
3841,,153,yes,yes,Serviço Social do Comércio,stands
3842,,,,,,
3843,,,,,,
3844,,,,,,building
3845,,6,,yes,,
3846,,6,no,yes,,
3847,,6,,,,stands
3848,,,,,,
3849,,6,no,permissive,,wall_loops
3850,,,no,yes,Venâncio Shopping,
3851,,10,no,yes,,stands
3852,,4,no,yes,,wall_loops
3854,,4,no,yes,,wall_loops
3855,,10,no,yes,,stands
3856,,5,no,yes,,wall_loops
3857,,,,,,
3858,,5,no,yes,,stands
3859,Bicicletário Shopping Pátio Savassi (Entrada Rua Lavras),,yes,yes,Pátio Savassi,loops
3860,Bicicletário Shopping Diamond Mall (Entrada Av. Olegário Maciel),,yes,yes,Diamond Mall,loops
3861,,,,private,Paula Ramos Esporte Clube,wall_loops
3862,,,,private,,
3863,,,,yes,,wall_loops
3864,,,,,,
3865,,6,,customers,,
3866,,,yes,yes,,wall_loops
3867,,,,yes,,wall_loops
3868,,10,no,yes,,stands
3869,,,,,Faculdade Avantis,wall_loops
3870,,,,yes,,stands
3871,,,,yes,,stands
3872,,,,yes,,stands
3873,,,,yes,,stands
3874,,,,yes,,stands
3875,,,,yes,,stands
3876,,,,yes,,stands
3877,,,,yes,,stands
3878,,,,yes,,stands
3879,,,,yes,,stands
3880,,8,no,yes,,
3881,,,,,,stands
3882,,8,,,Prefeitura do Campus USP da Capital,stands
3883,,,,,,building
3884,,,,yes,,wall_loops
3885,,4,no,yes,,stands
3886,,4,,yes,,stands
3887,,,yes,yes,,stands
3888,,,yes,yes,,building
3889,,10,no,yes,,stands
3890,,,,,,
3891,,,,,,
3892,,,,,,
3893,,,,,,
3894,,4,no,yes,,stands
3895,,,,yes,,wall_loops
3896,,8,,,,stands
3897,,,yes,private,Círculo,building
3898,,,,,,
3899,,,,,,building
3900,,4,,yes,,stands
3901,,2,,yes,,stands
3902,,2,,yes,,stands
3903,,12,no,customers,,stands
3904,,20,,,,
3905,,20,,,,transoceânica
3906,,,,,,
3907,,5,no,customers,,stands
3908,,10,,,,
3909,,5,no,customers,CNA,wall_loops
3910,,20,no,yes,Banco do Brasil,stands
3911,,,no,permissive,,
3912,,,,,,
3913,,2,no,yes,,stands
3914,,5,no,yes,,wall_loops
3915,,10,,yes,,stands
3916,,,,,,stands
3917,,,yes,yes,,
3918,,,,,,
3919,Bicicletario interno e subterrâneo da Decathlon,,yes,customers,Decathlon,
3920,,,,permissive,,stands
3921,,4,no,yes,,stands
3922,,4,no,yes,,stands
3923,,4,no,yes,,stands
3924,,4,no,yes,,stands
3925,,4,no,yes,,stands
3926,,4,no,yes,,stands
3927,,4,no,yes,,stands
3928,,4,no,yes,,stands
3929,,,no,yes,,wall_loops
3930,,10,yes,yes,,stands
3931,,2,no,yes,Drogasil,wall_loops
3932,,16,,yes,,stands
3933,,,,,,building
3934,,,,,,
3935,,,,,,
3936,,10,no,,Powergym,wall_loops
3937,,,,,,wall_loops
3938,,,,,,wall_loops
3939,,,,,,wall_loops
3940,,,,,,
3941,,,,,,
3942,,6,no,yes,,stands
3943,,12,no,yes,,stands
3944,,,,customers,SmartFit,wall_loops
3945,,,,,,stands
3946,,16,no,yes,,stands
3947,,,yes,,,wall_loops
3948,,,no,yes,,wall_loops
3949,,,no,yes,,stands
3950,,12,no,yes,,stands
3951,,12,no,yes,,stands
3952,,6,no,yes,,stands
3953,,8,no,yes,,stands
3954,,18,,yes,UniRios,rack
3955,,3,no,yes,,ground_slots
3956,,6,no,,,wall_loops
3957,,,no,customers,,wall_loops
3958,,10,no,yes,,stands
3959,,10,no,yes,,stands
3960,,,yes,yes,Shopping Butantã,wall_loops
3961,,4,no,yes,,stands
3962,,4,no,yes,,stands
3963,,4,no,yes,,stands
3964,,4,no,yes,,stands
3965,,4,no,yes,,stands
3966,,4,no,yes,,stands
3967,,2,no,yes,,stands
3968,,,no,yes,,wall_loops
3969,,4,no,yes,,ground_slots
3970,,,,,,
3971,,,,,,
3972,,,no,,,
3973,,2,no,,,stands
3974,,2,no,,,stands
3975,,,,,,
3976,,,,,,
3977,,,,,,
3978,,,,,,
3979,,,,,,
3980,,,,,,
3981,,,,,,
3982,,,,,,
3983,,,,,,informal
3984,,,,yes,,wall_loops
3985,,10,yes,yes,,stands
3986,,,no,yes,,stands
3987,,6,no,yes,,wave
3988,,10,yes,yes,,stands
3989,,10,yes,yes,,stands
3990,,10,no,yes,,stands
3991,,,yes,,Bistek,shed
3992,,,,,,building
3993,,,,,,
3994,,3,,,,
3995,,6,no,yes,,stands
3996,,5,no,yes,,wall_loops
3997,1º Bicicletário da Biblioteca Central da Unifap,10,yes,yes,,rack
3998,2º Bicicletário da Biblioteca Central da Unifap,10,no,yes,,rack
3999,Bicicletário do Restaurante Universitário,10,no,yes,,rack
4000,Bicicletário do Auditório da UNIFAP,10,,yes,,rack
4001,Bicicletário do DERCA,10,no,yes,,rack
4002,Bicicletário do DEPSEC,10,no,yes,,rack
4003,Bicicletário do DEPLA,10,yes,yes,,rack
4004,Bicicletário do DCET,10,yes,yes,,rack
4005,,,no,yes,,
4006,,0,no,yes,,
4007,,,no,yes,,
4008,,6,no,yes,,stands
4009,,12,yes,yes,,stands
4010,,6,no,yes,,stands
4011,,5,no,yes,Droga Raia,wall_loops
4012,,8,no,yes,,stands
4013,,4,no,yes,,stands
4014,,4,,yes,,stands
4015,,10,no,yes,,stands
4016,,10,,,,stands
4017,,10,no,yes,,stands
4018,,12,yes,yes,BRT Salvador,stands
4019,,,,,,
4020,,,,yes,,
4021,,5,no,yes,,wall_loops
4022,,5,no,yes,,stands
4023,,3,no,yes,,stands
4024,,10,no,yes,,rack
4025,,12,no,yes,,stands
4026,,12,no,yes,,stands
4027,,12,no,yes,,stands
4028,,12,no,yes,,stands
4029,,12,no,yes,,stands
4030,,12,no,yes,,stands
4031,,12,no,yes,,stands
4032,,12,no,yes,,stands
4033,,12,no,yes,,stands
4034,,12,no,yes,,stands
4035,,12,no,yes,,stands
4036,,12,no,yes,,stands
4037,,12,no,yes,,stands
4038,,12,no,yes,,stands
4039,,2,no,yes,,stands
4040,,12,no,yes,,stands
4041,,12,no,yes,,stands
4042,,12,no,yes,,stands
4043,,12,no,yes,,stands
4044,,12,no,yes,,stands
4045,,12,no,yes,,stands
4046,,12,no,yes,,stands
4047,,12,no,yes,,stands
4048,,12,no,yes,,stands
4049,,12,no,yes,,stands
4050,,12,no,yes,,stands
4051,,12,no,yes,,stands
4052,,12,no,yes,,stands
4053,,4,no,customers,,wall_loops
4054,,,,,,stands
4055,,,,,,stands
4056,,,,,,stands
4057,,,yes,yes,Plaza Shopping Niterói,
4058,,,no,permissive,Decathlon,stands
4059,,14,,,,stands
4060,,,,,,stands
4061,,,,,,stands
4062,,,,,,stands
4063,,,,,,stands
4064,,6,no,,,stands
4065,,50,,,,
4066,,,,,Mais Bike,wall_loops
4067,,,,yes,,wall_loops
4068,,4,no,customers,Droga Raia,wall_loops
4069,,3,,,,
4070,,2,no,private,Panvel,wall_loops
4071,,,,,,
4072,,12,no,yes,Milium,wall_loops
4073,,4,,,,wall_loops
4074,,12,no,yes,,stands
4075,,,no,yes,,saddle_holder
4076,,5,no,yes,,stands
4077,,,,,,
4078,,12,no,,,wall_loops
4079,,10,no,,,stands
4080,,4,,,,ground_slots
4081,,15,,,,ground_slots
4082,,4,,,,
4083,,8,no,yes,,stands
4084,,5,,,,stands
4085,,6,no,yes,,wall_loops
4086,,10,no,yes,,stands
4087,,30,no,yes,,stands
4088,,4,no,yes,,stands
4089,,10,no,yes,,stands
4090,,14,,yes,,stands
4091,,5,no,yes,,wall_loops
4092,,5,no,permissive,,wall_loops
4093,,,,,,wall_loops
4094,,,,private,,stands
4095,,8,,yes,,
4096,,12,no,,,stands
4097,,,yes,private,,wall_loops
4098,,10,,,,
4099,,8,no,,,wall_loops
4100,,,,,,
4101,,6,,yes,,wall_loops
4102,,50,yes,customers,,shed
4103,,,,,,
4104,,10,no,permissive,,stands
4105,,4,,,,wall_loops
4106,,8,no,yes,,stands
4107,,6,no,permissive,,stands
4108,,4,no,yes,,wall_loops
4109,,5,no,yes,,stands
4110,,,yes,customers,Golden Square Shopping,shed
4111,,6,no,yes,Secretaria de Finanças de São Bernardo do Campo,wall_loops
4112,,6,yes,customers,Supermercado Sonda/Decathlon,shed
4113,,2,no,permissive,Prefeitura de São Bernardo do Campo,stands
4114,,2,no,permissive,Prefeitura de São Bernardo do Campo,stands
4115,,30,no,yes,,wall_loops
4116,,14,no,yes,,stands
4117,,12,no,yes,,transoceânica
4118,,,,,,ground_slots
4119,,5,,,,ground_slots
4120,,4,no,permissive,,stands
4121,,4,no,permissive,,stands
4122,,24,no,yes,,stands
4123,,36,no,yes,,stands
4124,,,no,yes,,stands
4125,,24,no,,,handlebar_holder
